model,C,solver,penalty,AUC,Brier,LogLoss,n_estimators,max_depth,learning_rate,subsample
Logistic Regression,0.01,liblinear,l1,0.6453819819851616,0.23273242714979733,0.6560884794897706,,,,
Logistic Regression,0.01,liblinear,l2,0.6444196618521739,0.23301096985200073,0.6566556529539359,,,,
Logistic Regression,0.01,lbfgs,l2,0.6444261569272893,0.23300761487343033,0.656649066545064,,,,
Logistic Regression,0.01,saga,l1,0.6453826878650232,0.2327365455046323,0.656096937636145,,,,
Logistic Regression,0.01,saga,l2,0.6444038677902706,0.23301247949426016,0.6566589070280183,,,,
Logistic Regression,0.5,liblinear,l1,0.6420912141878714,0.23338767449467848,0.6576905780088521,,,,
Logistic Regression,0.5,liblinear,l2,0.6421071896216837,0.23339149230101197,0.6576898887978203,,,,
Logistic Regression,0.5,lbfgs,l2,0.6422194294216216,0.23336681318104652,0.6576154277986093,,,,
Logistic Regression,0.5,saga,l1,0.6420862142055185,0.23339013058148073,0.6576955179685977,,,,
Logistic Regression,0.5,saga,l2,0.6421079690306976,0.23339138100413515,0.6576895313543007,,,,
Logistic Regression,1.0,liblinear,l1,0.6420349790922306,0.23340056768400025,0.6577298076987507,,,,
Logistic Regression,1.0,liblinear,l2,0.6420459741514637,0.23340214888073083,0.6577248568295987,,,,
Logistic Regression,1.0,lbfgs,l2,0.6421623168780972,0.233385209551834,0.6576588731409228,,,,
Logistic Regression,1.0,saga,l1,0.6420301359720691,0.23340306625912355,0.6577348867142642,,,,
Logistic Regression,1.0,saga,l2,0.6420461163078248,0.23340212810504343,0.6577248586887909,,,,
Logistic Regression,10.0,liblinear,l1,0.6419718567659958,0.23341539649741386,0.6577782251589251,,,,
Logistic Regression,10.0,liblinear,l2,0.6419784939974721,0.23341453541600268,0.6577725473215559,,,,
Logistic Regression,10.0,lbfgs,l2,0.6420168075877379,0.23341128218622886,0.657739102832585,,,,
Logistic Regression,10.0,saga,l1,0.6419752685186602,0.23341524290583193,0.6577777237697139,,,,
Logistic Regression,10.0,saga,l2,0.6419784792916416,0.23341470371763098,0.6577743359578223,,,,
XGBoost,,,,0.6603582967746389,0.2366739504208903,0.6662095733900372,50.0,2.0,0.01,0.5
XGBoost,,,,0.6598412250701859,0.23675745527819692,0.6663773447448919,50.0,2.0,0.01,0.6
XGBoost,,,,0.65955073099742,0.23675965437663932,0.6663820480312326,50.0,2.0,0.01,0.7
XGBoost,,,,0.6589928971819314,0.23676578781909896,0.6663937436101887,50.0,2.0,0.01,0.8
XGBoost,,,,0.6615391798617181,0.23101261375028637,0.6540171977991069,50.0,2.0,0.02,0.5
XGBoost,,,,0.6603706521231885,0.23097465746287763,0.6539139014383779,50.0,2.0,0.02,0.6
XGBoost,,,,0.6601292265046907,0.23106615094321675,0.654124387234377,50.0,2.0,0.02,0.7
XGBoost,,,,0.6601726944885292,0.23107600035154677,0.6541478477031141,50.0,2.0,0.02,0.8
XGBoost,,,,0.6615621111533332,0.2266532192596498,0.6435448821053242,50.0,2.0,0.05,0.5
XGBoost,,,,0.6611673331349026,0.22678908488805463,0.6438782408244305,50.0,2.0,0.05,0.6
XGBoost,,,,0.6612506931348086,0.2267923242991271,0.6438905313531952,50.0,2.0,0.05,0.7
XGBoost,,,,0.6615477214982378,0.2269401152754615,0.6441972396804317,50.0,2.0,0.05,0.8
XGBoost,,,,0.6597304166377451,0.23587429207968372,0.66457213375826,50.0,3.0,0.01,0.5
XGBoost,,,,0.6595678485840638,0.23588339234076144,0.6645832836610291,50.0,3.0,0.01,0.6
XGBoost,,,,0.659767021900707,0.23591015406714017,0.6646447568099394,50.0,3.0,0.01,0.7
XGBoost,,,,0.6587944052354325,0.23594918342423762,0.6647177075819314,50.0,3.0,0.01,0.8
XGBoost,,,,0.6579095186526792,0.2302505857364626,0.6523677545763175,50.0,3.0,0.02,0.5
XGBoost,,,,0.6589284978994191,0.2301623529334004,0.652154164861765,50.0,3.0,0.02,0.6
XGBoost,,,,0.6584434530427147,0.23024054615602907,0.6523502346920601,50.0,3.0,0.02,0.7
XGBoost,,,,0.6587823072389157,0.23024155156541468,0.6523189551864269,50.0,3.0,0.02,0.8
XGBoost,,,,0.6599785505658998,0.22640732148149365,0.642830117342572,50.0,3.0,0.05,0.5
XGBoost,,,,0.6608408220323929,0.22637725033919728,0.6427334620841701,50.0,3.0,0.05,0.6
XGBoost,,,,0.6605624063483697,0.2263052241655105,0.6426579814860386,50.0,3.0,0.05,0.7
XGBoost,,,,0.6608691013443481,0.22637835191970831,0.6427908176892304,50.0,3.0,0.05,0.8
XGBoost,,,,0.6595163316090258,0.2353638022121371,0.6635073896316185,50.0,4.0,0.01,0.5
XGBoost,,,,0.6582753359890102,0.23547769880644284,0.6637408546420304,50.0,4.0,0.01,0.6
XGBoost,,,,0.6580451137623436,0.2355221467056332,0.6638337059468787,50.0,4.0,0.01,0.7
XGBoost,,,,0.6583597670635672,0.23561653459710785,0.6640251049163682,50.0,4.0,0.01,0.8
XGBoost,,,,0.6590377573177192,0.22987156025723018,0.6514773264293194,50.0,4.0,0.02,0.5
XGBoost,,,,0.6584909063066051,0.22995962139572693,0.6516639452545435,50.0,4.0,0.02,0.6
XGBoost,,,,0.6573334152938285,0.23008028466081482,0.6519222398293956,50.0,4.0,0.02,0.7
XGBoost,,,,0.6577513402893871,0.23003872755855018,0.6518367604122279,50.0,4.0,0.02,0.8
XGBoost,,,,0.6598711881997278,0.2265745881510024,0.6431382915808299,50.0,4.0,0.05,0.5
XGBoost,,,,0.6596172650763193,0.22659342577151087,0.6431384590163305,50.0,4.0,0.05,0.6
XGBoost,,,,0.6591758279088427,0.22665277570799977,0.6433358972238393,50.0,4.0,0.05,0.7
XGBoost,,,,0.6586886016872882,0.2266907943731178,0.6434033543391194,50.0,4.0,0.05,0.8
XGBoost,,,,0.6591637323632975,0.23509432242781036,0.6629515088109389,50.0,5.0,0.01,0.5
XGBoost,,,,0.6590368431052597,0.23520184898476137,0.6631630763910852,50.0,5.0,0.01,0.6
XGBoost,,,,0.659159734828387,0.23535254764672503,0.663481723341195,50.0,5.0,0.01,0.7
XGBoost,,,,0.6587379593562219,0.23537575640679184,0.6635328622852983,50.0,5.0,0.01,0.8
XGBoost,,,,0.659232504179397,0.229815990200112,0.6513433716938211,50.0,5.0,0.02,0.5
XGBoost,,,,0.6589805614411557,0.22994480260401667,0.6515973737314279,50.0,5.0,0.02,0.6
XGBoost,,,,0.6594366431647888,0.23009341049954773,0.6519377026240467,50.0,5.0,0.02,0.7
XGBoost,,,,0.6588327335315287,0.23015995303991552,0.6521165438067312,50.0,5.0,0.02,0.8
XGBoost,,,,0.6591869185559737,0.22703285033856346,0.6440378678552064,50.0,5.0,0.05,0.5
XGBoost,,,,0.6590031005772921,0.22694104772584267,0.6438380678899861,50.0,5.0,0.05,0.6
XGBoost,,,,0.6588321011808194,0.226953874790535,0.6438555993507723,50.0,5.0,0.05,0.7
XGBoost,,,,0.6586305332647846,0.226784282526725,0.6435145639932829,50.0,5.0,0.05,0.8
XGBoost,,,,0.6588902627402493,0.2352038237159502,0.6631671250308284,50.0,7.0,0.01,0.5
XGBoost,,,,0.6587873733975056,0.235140020060843,0.6630252148911875,50.0,7.0,0.01,0.6
XGBoost,,,,0.6590327034139879,0.23517518429866985,0.6630996375138993,50.0,7.0,0.01,0.7
XGBoost,,,,0.6581919955968784,0.2353268055569656,0.6634122913043513,50.0,7.0,0.01,0.8
XGBoost,,,,0.6591849112101172,0.22981301174483948,0.6513063466969932,50.0,7.0,0.02,0.5
XGBoost,,,,0.6585059405672685,0.22986175968030312,0.6513763545671655,50.0,7.0,0.02,0.6
XGBoost,,,,0.6591476147731243,0.23009334078062274,0.6518718876313783,50.0,7.0,0.02,0.7
XGBoost,,,,0.6581801377955923,0.23016764920010827,0.6520590592380126,50.0,7.0,0.02,0.8
XGBoost,,,,0.6583129069348383,0.2271771758994159,0.6443446828660555,50.0,7.0,0.05,0.5
XGBoost,,,,0.6579171093121632,0.22741712472101705,0.6447498597981046,50.0,7.0,0.05,0.6
XGBoost,,,,0.6577154997296089,0.22757480727038337,0.6450844140509174,50.0,7.0,0.05,0.7
XGBoost,,,,0.6573133148745749,0.2278016747994054,0.6455964317407978,50.0,7.0,0.05,0.8
XGBoost,,,,0.656215826101006,0.23530700692590228,0.6633552105732637,50.0,10.0,0.01,0.5
XGBoost,,,,0.6561478582036377,0.23538825159441965,0.6635012545283678,50.0,10.0,0.01,0.6
XGBoost,,,,0.6560003538222805,0.23530988030211084,0.6633478015185087,50.0,10.0,0.01,0.7
XGBoost,,,,0.6550416292648379,0.23558254293083053,0.6639012595951549,50.0,10.0,0.01,0.8
XGBoost,,,,0.6557664894516059,0.2302321612569567,0.6521405246437947,50.0,10.0,0.02,0.5
XGBoost,,,,0.6553532997334519,0.23035444115179546,0.6523142082216292,50.0,10.0,0.02,0.6
XGBoost,,,,0.6553917407742482,0.2304754508272421,0.6526112955636615,50.0,10.0,0.02,0.7
XGBoost,,,,0.6546263096522404,0.2306165543218232,0.6528933525198084,50.0,10.0,0.02,0.8
XGBoost,,,,0.6535443012161918,0.22922198121956,0.6485818334890464,50.0,10.0,0.05,0.5
XGBoost,,,,0.6544307588718314,0.22872279214790503,0.6474967328669086,50.0,10.0,0.05,0.6
XGBoost,,,,0.6527602672186648,0.22918435066765577,0.6485160408914878,50.0,10.0,0.05,0.7
XGBoost,,,,0.6527796642090283,0.2293149373089416,0.6487666501932586,50.0,10.0,0.05,0.8
XGBoost,,,,0.6616380741205228,0.23274093953627534,0.657825972150469,80.0,2.0,0.01,0.5
XGBoost,,,,0.6602278805682648,0.23278560585566715,0.6579160545703352,80.0,2.0,0.01,0.6
XGBoost,,,,0.6613361707742992,0.23285081013026762,0.6580497841792875,80.0,2.0,0.01,0.7
XGBoost,,,,0.6614694938331591,0.23282768265352377,0.6580028970344529,80.0,2.0,0.01,0.8
XGBoost,,,,0.6623082212651014,0.22828519350383325,0.6475874286631078,80.0,2.0,0.02,0.5
XGBoost,,,,0.6606616584490486,0.22825271755328763,0.6475180569321385,80.0,2.0,0.02,0.6
XGBoost,,,,0.6612736023676781,0.22835283996898548,0.6477194890831508,80.0,2.0,0.02,0.7
XGBoost,,,,0.6605482568885049,0.22829027366259574,0.647588072984934,80.0,2.0,0.02,0.8
XGBoost,,,,0.6628606678447018,0.22563447487952215,0.641082243356694,80.0,2.0,0.05,0.5
XGBoost,,,,0.6624581815201436,0.22575983339727695,0.6413705956424767,80.0,2.0,0.05,0.6
XGBoost,,,,0.6614584424015758,0.22585390103585234,0.641567729268391,80.0,2.0,0.05,0.7
XGBoost,,,,0.6618572596214367,0.22595130713537798,0.6417837588949048,80.0,2.0,0.05,0.8
XGBoost,,,,0.6597880806499112,0.23200523941901846,0.6562806112459354,80.0,3.0,0.01,0.5
XGBoost,,,,0.6595107826090025,0.23192898204177778,0.6561102658790173,80.0,3.0,0.01,0.6
XGBoost,,,,0.6596341816832803,0.23186684888775824,0.6559894001949977,80.0,3.0,0.01,0.7
XGBoost,,,,0.6591859112065879,0.23200888176347742,0.6562774512676764,80.0,3.0,0.01,0.8
XGBoost,,,,0.6600646237915239,0.2275413168584542,0.6458665219330836,80.0,3.0,0.02,0.5
XGBoost,,,,0.6596863089502821,0.2274609929663621,0.6456701373865044,80.0,3.0,0.02,0.6
XGBoost,,,,0.6598503181753477,0.22750341504468355,0.6457922052898661,80.0,3.0,0.02,0.7
XGBoost,,,,0.6600636115401946,0.2275575443198655,0.6458962156326292,80.0,3.0,0.02,0.8
XGBoost,,,,0.661045963465227,0.22593801399238087,0.6415684684784154,80.0,3.0,0.05,0.5
XGBoost,,,,0.6608536479675169,0.22589912216463062,0.641494654592127,80.0,3.0,0.05,0.6
XGBoost,,,,0.6607190847169558,0.22588660463218202,0.6414846837442304,80.0,3.0,0.05,0.7
XGBoost,,,,0.6612684063075857,0.22595819034911802,0.6416288540019882,80.0,3.0,0.05,0.8
XGBoost,,,,0.6593239817977112,0.23144997137964562,0.6550844754998583,80.0,4.0,0.01,0.5
XGBoost,,,,0.6590980071050729,0.23144781688917573,0.65507444150784,80.0,4.0,0.01,0.6
XGBoost,,,,0.658418193327945,0.23149037727138688,0.6551628384463241,80.0,4.0,0.01,0.7
XGBoost,,,,0.6584955901136036,0.23160296688353188,0.6553909257617512,80.0,4.0,0.01,0.8
XGBoost,,,,0.6593348175437813,0.22748070746142346,0.6456068490917665,80.0,4.0,0.02,0.5
XGBoost,,,,0.6592230311736155,0.22744388560735948,0.645533425867805,80.0,4.0,0.02,0.6
XGBoost,,,,0.6585575996986677,0.22763133901136592,0.6459281375714245,80.0,4.0,0.02,0.7
XGBoost,,,,0.6586200210469846,0.22759712264764076,0.64585930580628,80.0,4.0,0.02,0.8
XGBoost,,,,0.6600653027106964,0.22641240957659067,0.642573105461986,80.0,4.0,0.05,0.5
XGBoost,,,,0.6597583846762893,0.22633804892333564,0.642407923161597,80.0,4.0,0.05,0.6
XGBoost,,,,0.6596785369188893,0.226369361142282,0.6424690778376743,80.0,4.0,0.05,0.7
XGBoost,,,,0.6595491452187032,0.22641742521146216,0.6425845969587378,80.0,4.0,0.05,0.8
XGBoost,,,,0.6592049895706251,0.23127296561018915,0.6547009290310258,80.0,5.0,0.01,0.5
XGBoost,,,,0.6590736272891586,0.23133616797431142,0.6548156406189328,80.0,5.0,0.01,0.6
XGBoost,,,,0.6595012483289274,0.2314427921574702,0.6550508389723533,80.0,5.0,0.01,0.7
XGBoost,,,,0.6588396599776707,0.23149465891209497,0.6551640674025604,80.0,5.0,0.01,0.8
XGBoost,,,,0.6591223942739025,0.22767640758695087,0.645978762203103,80.0,5.0,0.02,0.5
XGBoost,,,,0.6590425808301069,0.227662602857798,0.6459131583238942,80.0,5.0,0.02,0.6
XGBoost,,,,0.6592759280457442,0.22776514020797334,0.6461855505800561,80.0,5.0,0.02,0.7
XGBoost,,,,0.6583637302848736,0.22779692249010403,0.6462639289015726,80.0,5.0,0.02,0.8
XGBoost,,,,0.6594904959158968,0.22682594322976948,0.6434123447318753,80.0,5.0,0.05,0.5
XGBoost,,,,0.6597081324026699,0.22672796277497723,0.643244532772109,80.0,5.0,0.05,0.6
XGBoost,,,,0.6587546602776696,0.2268052980001529,0.6433827490691004,80.0,5.0,0.05,0.7
XGBoost,,,,0.6594022511293097,0.2265575115999054,0.6428662876261185,80.0,5.0,0.05,0.8
XGBoost,,,,0.6590044927292414,0.23141502204564465,0.6549661145926763,80.0,7.0,0.01,0.5
XGBoost,,,,0.6588633633253843,0.23141035676794355,0.6549383679128339,80.0,7.0,0.01,0.6
XGBoost,,,,0.6588114615477828,0.23141043949002232,0.6549539570824614,80.0,7.0,0.01,0.7
XGBoost,,,,0.658242397379774,0.23150078064167134,0.6551397152028458,80.0,7.0,0.01,0.8
XGBoost,,,,0.6588218218053348,0.22787949367203805,0.6463215690078129,80.0,7.0,0.02,0.5
XGBoost,,,,0.6588015865826357,0.22779775758337362,0.6461318358194211,80.0,7.0,0.02,0.6
XGBoost,,,,0.6585679746620502,0.22799086027462076,0.6465510481116662,80.0,7.0,0.02,0.7
XGBoost,,,,0.6581133659724338,0.22804615900424322,0.6466996015487178,80.0,7.0,0.02,0.8
XGBoost,,,,0.6577844676234476,0.2278031546128607,0.6457238421574015,80.0,7.0,0.05,0.5
XGBoost,,,,0.6582546791991715,0.22764390127134035,0.6452782075006256,80.0,7.0,0.05,0.6
XGBoost,,,,0.6576334117840368,0.22758716339661825,0.6450448722240328,80.0,7.0,0.05,0.7
XGBoost,,,,0.6569283162333938,0.22801688230558684,0.6460480038216648,80.0,7.0,0.05,0.8
XGBoost,,,,0.6564039553389811,0.23163547166554704,0.6553754447838235,80.0,10.0,0.01,0.5
XGBoost,,,,0.6560528266762979,0.23176241218604868,0.6556005002226949,80.0,10.0,0.01,0.6
XGBoost,,,,0.6557515042103772,0.2317416013018769,0.6555658320441843,80.0,10.0,0.01,0.7
XGBoost,,,,0.6552806455781136,0.2318782901412533,0.6558466156773403,80.0,10.0,0.01,0.8
XGBoost,,,,0.6550509895259193,0.22867747279127298,0.6479502379892925,80.0,10.0,0.02,0.5
XGBoost,,,,0.654841799087768,0.22885900786618363,0.6482904455041241,80.0,10.0,0.02,0.6
XGBoost,,,,0.6549460536217715,0.2287948209675975,0.6481639331189675,80.0,10.0,0.02,0.7
XGBoost,,,,0.6547847894850567,0.22874562214695546,0.6480497970359599,80.0,10.0,0.02,0.8
XGBoost,,,,0.6517459325633752,0.23079774290538743,0.6522119437208216,80.0,10.0,0.05,0.5
XGBoost,,,,0.6534942254125378,0.2295990111000127,0.6496545199758067,80.0,10.0,0.05,0.6
XGBoost,,,,0.6521274851382878,0.2299676117664133,0.6505099157485927,80.0,10.0,0.05,0.7
XGBoost,,,,0.6525089813408502,0.2299817058327172,0.6503108306941371,80.0,10.0,0.05,0.8
XGBoost,,,,0.6618829360014024,0.23109416169231822,0.654157210978922,100.0,2.0,0.01,0.5
XGBoost,,,,0.6616418682247788,0.23108166201278169,0.6541432158354921,100.0,2.0,0.01,0.6
XGBoost,,,,0.6616439736095049,0.23111917323792053,0.6542225860955732,100.0,2.0,0.01,0.7
XGBoost,,,,0.6616473289898194,0.23115923095478416,0.6542921227501116,100.0,2.0,0.01,0.8
XGBoost,,,,0.6624854289729958,0.2274444670531002,0.6454840744567879,100.0,2.0,0.02,0.5
XGBoost,,,,0.6611585096366327,0.22740072537528783,0.6454011587359981,100.0,2.0,0.02,0.6
XGBoost,,,,0.6609254295769151,0.22750874606091445,0.6456433852717842,100.0,2.0,0.02,0.7
XGBoost,,,,0.6605438524922853,0.22750528523850563,0.6456296208257877,100.0,2.0,0.02,0.8
XGBoost,,,,0.6624866691646971,0.22556636377980577,0.6408708094863445,100.0,2.0,0.05,0.5
XGBoost,,,,0.6623174981931437,0.2256461455816471,0.6410633482589793,100.0,2.0,0.05,0.6
XGBoost,,,,0.6616376599062984,0.22568829551126182,0.6411385400985055,100.0,2.0,0.05,0.7
XGBoost,,,,0.661493224141562,0.22579485876019376,0.6413630108244466,100.0,2.0,0.05,0.8
XGBoost,,,,0.6599722074510324,0.230401800248979,0.6526755556586834,100.0,3.0,0.01,0.5
XGBoost,,,,0.659496660109827,0.2302949994756895,0.652442608337227,100.0,3.0,0.01,0.6
XGBoost,,,,0.6598836489400626,0.23024894542536284,0.6523602623178655,100.0,3.0,0.01,0.7
XGBoost,,,,0.659347001324309,0.23037115797094743,0.6526010486572614,100.0,3.0,0.01,0.8
XGBoost,,,,0.6599922760076533,0.22683690374851892,0.6440353220319408,100.0,3.0,0.02,0.5
XGBoost,,,,0.6598902347011324,0.22680472820410735,0.6439384229841834,100.0,3.0,0.02,0.6
XGBoost,,,,0.659966614333518,0.22684124117652338,0.6440343229985369,100.0,3.0,0.02,0.7
XGBoost,,,,0.6602458535440462,0.22690976224390516,0.6441739244674879,100.0,3.0,0.02,0.8
XGBoost,,,,0.6606642687339535,0.22596734386575515,0.6416043364652593,100.0,3.0,0.05,0.5
XGBoost,,,,0.660792785437228,0.22589869187708067,0.6414665589843489,100.0,3.0,0.05,0.6
XGBoost,,,,0.6606760873196917,0.22592966227118433,0.6415223877166367,100.0,3.0,0.05,0.7
XGBoost,,,,0.6604944458039167,0.22603888084511906,0.6417632667749877,100.0,3.0,0.05,0.8
XGBoost,,,,0.6593162587857533,0.2298416435621502,0.6514404461634143,100.0,4.0,0.01,0.5
XGBoost,,,,0.6592342909377967,0.22989146786792797,0.651538252861209,100.0,4.0,0.01,0.6
XGBoost,,,,0.6588737211319647,0.22991284087105612,0.6515800798162957,100.0,4.0,0.01,0.7
XGBoost,,,,0.6589201817522998,0.22994438428003053,0.6516375020117321,100.0,4.0,0.01,0.8
XGBoost,,,,0.6593921090082427,0.22684551272299466,0.6439197211921974,100.0,4.0,0.02,0.5
XGBoost,,,,0.6595771696295973,0.22689435516601583,0.6440049415783811,100.0,4.0,0.02,0.6
XGBoost,,,,0.6587970694417157,0.22710711167143627,0.6444745598478426,100.0,4.0,0.02,0.7
XGBoost,,,,0.6584831857456189,0.22706210221016276,0.6443756689791786,100.0,4.0,0.02,0.8
XGBoost,,,,0.6599667319801616,0.2264807667730887,0.6427081497017457,100.0,4.0,0.05,0.5
XGBoost,,,,0.6598063330364716,0.22639370016758034,0.6425219666885066,100.0,4.0,0.05,0.6
XGBoost,,,,0.6596667477448119,0.22647552647076094,0.6426642404440278,100.0,4.0,0.05,0.7
XGBoost,,,,0.6595932234945054,0.22644012083602644,0.6426149622222174,100.0,4.0,0.05,0.8
XGBoost,,,,0.6593862683425824,0.229743011060184,0.6512092641857143,100.0,5.0,0.01,0.5
XGBoost,,,,0.6591066051139426,0.2298203243981308,0.6513571161597603,100.0,5.0,0.01,0.6
XGBoost,,,,0.6595350619350755,0.2298857774896137,0.6515068678513941,100.0,5.0,0.01,0.7
XGBoost,,,,0.6585669771165514,0.2299976641167844,0.6517440671331008,100.0,5.0,0.01,0.8
XGBoost,,,,0.6592465408945615,0.22706247382719563,0.6443378154776189,100.0,5.0,0.02,0.5
XGBoost,,,,0.659245815406926,0.2270888967272138,0.6443494175609177,100.0,5.0,0.02,0.6
XGBoost,,,,0.6589954020750516,0.22722663649382416,0.6446985672507376,100.0,5.0,0.02,0.7
XGBoost,,,,0.6585518619738204,0.22724436482777677,0.6447431802744862,100.0,5.0,0.02,0.8
XGBoost,,,,0.6593644007727031,0.22689729227359262,0.6435926669112564,100.0,5.0,0.05,0.5
XGBoost,,,,0.6597001520386792,0.22682350416068262,0.6434523706919284,100.0,5.0,0.05,0.6
XGBoost,,,,0.6586513150541822,0.2268392695345779,0.6434794224543782,100.0,5.0,0.05,0.7
XGBoost,,,,0.6593152734951131,0.22660342646834294,0.6429667952124823,100.0,5.0,0.05,0.8
XGBoost,,,,0.6590080588931255,0.22984673989434726,0.6513862799698917,100.0,7.0,0.01,0.5
XGBoost,,,,0.6585937515318573,0.2299542422587395,0.6515892626145546,100.0,7.0,0.01,0.6
XGBoost,,,,0.6588602726500181,0.22993594365101003,0.6515706911195279,100.0,7.0,0.01,0.7
XGBoost,,,,0.6582952501344113,0.23006601381032307,0.6518415461523879,100.0,7.0,0.01,0.8
XGBoost,,,,0.6586717022371295,0.22743121759532123,0.6450447079497811,100.0,7.0,0.02,0.5
XGBoost,,,,0.6588411207568288,0.22736259208690315,0.6448618189542994,100.0,7.0,0.02,0.6
XGBoost,,,,0.6588247433636508,0.2274857476333524,0.6451303026826362,100.0,7.0,0.02,0.7
XGBoost,,,,0.6582797158755126,0.2275311401124662,0.6452666514158736,100.0,7.0,0.02,0.8
XGBoost,,,,0.6578699550668252,0.2282032248007215,0.6467076666215822,100.0,7.0,0.05,0.5
XGBoost,,,,0.6577860435982774,0.22814994608937908,0.6464064181118448,100.0,7.0,0.05,0.6
XGBoost,,,,0.6575550640213427,0.2277334322947539,0.6454597151393467,100.0,7.0,0.05,0.7
XGBoost,,,,0.6565788787412123,0.2284802027612737,0.6471515290089621,100.0,7.0,0.05,0.8
XGBoost,,,,0.6565253446164308,0.23019428485234433,0.6520514904216257,100.0,10.0,0.01,0.5
